condition,trial,beta,g,alpha,delay_ms,phi_final,phi_mean,phi_max,stability
Controle,69,0.7656973276911393,1.832374196096773,4.4095882005251496e-12,97.01431865326448,2.6713947007246054e-10,9.631464032521151e-09,4.3401776373079065e-08,0.999999987192392
Controle,70,0.7805862061209061,1.8397983472343147,4.559809871612951e-12,90.40428037739542,1.7073648462483115e-09,1.3184311408286805e-08,4.113200468716998e-08,0.9999999886384757
Controle,71,0.7589554716439756,1.8879616708505198,4.154892520336025e-12,103.93875169897673,5.576685592825923e-10,9.631191026961717e-09,3.988584413459711e-08,0.9999999884756966
Controle,72,0.7529073048707586,1.7727713601304533,4.136114034658957e-12,91.5593537249756,2.1571015925635868e-08,2.0570462929868448e-08,3.6593236345271294e-08,0.999999993928709
Controle,73,0.7420198942941222,1.7888672621582093,4.664524991676768e-12,96.14301386580286,2.2021825005402613e-11,8.640280985849833e-09,4.070396172601858e-08,0.9999999869928193
Controle,74,0.7707488962680844,1.6830072227323323,4.3227735445044505e-12,106.55971179726956,7.494188846993896e-10,8.964918308934037e-09,3.373253257228108e-08,0.9999999906035982
Controle,75,0.8212169036559751,1.8844852449434477,4.237780970396421e-12,91.17493181542683,3.353239451946725e-10,9.156082079057088e-09,4.020006847288233e-08,0.9999999879616269
Controle,76,0.7491682262699739,1.636773604763866,4.014095458416284e-12,92.13859173295218,1.9259388034927657e-09,1.3445962361646611e-08,4.532601060009009e-08,0.9999999878474232
Controle,77,0.8224381261933104,1.8333721962653193,4.017741251246529e-12,97.47743256154479,2.940212448208667e-11,5.867462001420911e-09,3.7802866801085177e-08,0.9999999886205179
Controle,78,0.864687925806633,1.5699053234787108,3.863494141590743e-12,108.14463917237813,1.4433451995578387e-10,8.106975790566796e-09,3.72397218581847e-08,0.9999999881732599
Controle,79,0.7778549855236193,1.7572231963852618,4.398948830146473e-12,108.1452235833797,1.565516569426739e-09,1.1070591478012048e-08,3.589626526388951e-08,0.9999999901083899
Controle,80,0.7448046095763942,1.5815762054839275,3.860580238951786e-12,106.85295995226483,4.4493335296654946e-09,1.2521258260304962e-08,4.0118295232574654e-08,0.999999989740476
Controle,81,0.8467433782474846,1.6333008831143785,4.460032768076419e-12,101.31472850210986,6.277543152665234e-10,1.2060663678422378e-08,4.276581100935662e-08,0.9999999871595074
Controle,82,0.7693939867669908,1.6556659809065806,4.257855992037647e-12,104.21352211603335,8.222055754242508e-10,9.801948167432628e-09,4.0338748339453086e-08,0.9999999880829836
Controle,83,0.8476008940889871,1.8308959952384094,3.919175547308666e-12,109.20913673326633,1.5182236991489517e-10,7.353159368561915e-09,3.880022129581086e-08,0.9999999887343708
